company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year,raised_amount_usd
/company/wish-upon-a-hero,HERO Network,finance,USA,NJ,unknown,"Cherry, Hill",/financial-organization/capsalus,Capsalus,,USA,GA,Atlanta,Atlanta,series-a,2010-10-27,2010-10,2010-Q4,2010,400000
/company/henley-putnam-university,Henley-Putnam University,education,USA,CA,SF Bay,San Jose,/financial-organization/capstone-partners,Capstone Partners,,USA,MA,Boston,Boston,venture,2010-10-08,2010-10,2010-Q4,2010,4800000
/company/markettools,MarketTools,enterprise,USA,CA,California - Other,,/financial-organization/capstone-ventures,Capstone Ventures,,,,unknown,,series-c+,2007-01-01,2007-01,2007-Q1,2007,60000000
/company/thinking-phone-networks,Thinking Phone Networks,enterprise,USA,MA,Boston,Cambridge,/financial-organization/capstone-ventures,Capstone Ventures,,,,unknown,,venture,2010-01-19,2010-01,2010-Q1,2010,1170000
/company/caro-nut,Caro Nut,hospitality,USA,CA,Fresno,Fresno,/financial-organization/capx-partners,CapX Partners,,,,unknown,,other,2013-09-11,2013-09,2013-Q3,2013,5000000
/company/phoseon-technology,Phoseon Technology,,USA,OR,Portland,Hillsboro,/financial-organization/capybara-ventures,Capybara Ventures,,USA,OR,Portland,Portland,venture,2006-09-07,2006-09,2006-Q3,2006,1300000
/company/phoseon-technology,Phoseon Technology,,USA,OR,Portland,Hillsboro,/financial-organization/capybara-ventures,Capybara Ventures,,USA,OR,Portland,Portland,series-b,2005-03-21,2005-03,2005-Q1,2005,6400000
/company/new-earth-solutions,New Earth Solutions,cleantech,USA,,Verwood,"Verwood, Dorset",/financial-organization/carbon-trust,Carbon Trust,,GBR,,London,London,venture,2009-12-10,2009-12,2009-Q4,2009,6515537
/company/zoove,Zoove,mobile,USA,NY,SF Bay,Palo Alto,/financial-organization/cardinal-capital-partners,Cardinal Capital Partners,,USA,TX,Dallas,Dallas,series-c+,2009-09-15,2009-09,2009-Q3,2009,13000000
/company/sirtris-pharmaceuticals,Sirtris Pharmaceuticals,biotech,USA,MA,Boston,Cambridge,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-a,2004-12-01,2004-12,2004-Q4,2004,13000000
/company/sirtris-pharmaceuticals,Sirtris Pharmaceuticals,biotech,USA,MA,Boston,Cambridge,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-b,2005-03-08,2005-03,2005-Q1,2005,27000000
/company/atyr-pharma,aTyr Pharma,biotech,USA,CA,San Diego,San Diego,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-c+,2009-09-15,2009-09,2009-Q3,2009,12000000
/company/inspired-technologies,Inspired Technologies,medical,USA,PA,North Huntigdon,North Huntigdon,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-b,2009-10-01,2009-10,2009-Q4,2009,5400000
/company/atyr-pharma,aTyr Pharma,biotech,USA,CA,San Diego,San Diego,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-b,2007-04-18,2007-04,2007-Q2,2007,10500000
/company/coderyte,CodeRyte,,USA,MD,Washington DC,Bethesda,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-c+,2006-03-15,2006-03,2006-Q1,2006,8520000
/company/awarepoint,Awarepoint,software,USA,CA,San Diego,San Diego,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,venture,2010-02-17,2010-02,2010-Q1,2010,10000000
/company/lifeimage,LifeIMAGE,medical,USA,MA,Boston,Newton,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-b,2011-01-10,2011-01,2011-Q1,2011,11800000
/company/roving-planet,Roving Planet,network_hosting,USA,CO,Denver,Westminster,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-c+,2005-01-11,2005-01,2005-Q1,2005,6000000
/company/atyr-pharma,aTyr Pharma,biotech,USA,CA,San Diego,San Diego,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-c+,2010-10-26,2010-10,2010-Q4,2010,23000000
/company/verastem,Verastem,biotech,USA,MA,Boston,Boston,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-a,2010-11-16,2010-11,2010-Q4,2010,16000000
/company/teladoc,Teladoc,health,USA,TX,Dallas,Dallas,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,venture,2011-01-25,2011-01,2011-Q1,2011,4000000
/company/verastem,Verastem,biotech,USA,MA,Boston,Boston,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-b,2011-07-14,2011-07,2011-Q3,2011,32000000
/company/fluidnet,Fluidnet,medical,USA,MA,Boston,Amesbury,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-c+,2011-08-16,2011-08,2011-Q3,2011,25000000
/company/awarepoint,Awarepoint,software,USA,CA,San Diego,San Diego,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-c+,2011-08-24,2011-08,2011-Q3,2011,27000000
/company/teladoc,Teladoc,health,USA,TX,Dallas,Dallas,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,venture,2011-09-13,2011-09,2011-Q3,2011,18600000
/company/verastem,Verastem,biotech,USA,MA,Boston,Boston,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-c+,2011-11-11,2011-11,2011-Q4,2011,20000000
/company/medley-health,Medley Health,health,USA,CA,SF Bay,Dublin,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-b,2011-11-14,2011-11,2011-Q4,2011,20000000
/company/awarepoint,Awarepoint,software,USA,CA,San Diego,San Diego,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,venture,2012-06-04,2012-06,2012-Q2,2012,14000000
/company/qpid-health,QPID Health,health,USA,MA,Boston,Boston,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-a,2013-03-20,2013-03,2013-Q1,2013,4000000
/company/lifeimage,LifeIMAGE,medical,USA,MA,Boston,Newton,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-c+,2013-04-18,2013-04,2013-Q2,2013,35632090
/company/vitals-com,Vitals (vitals.com),health,USA,NJ,Lyndhurst,Lyndhurst,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-c+,2013-06-18,2013-06,2013-Q2,2013,22000000
/company/atyr-pharma,aTyr Pharma,biotech,USA,CA,San Diego,San Diego,/financial-organization/cardinal-partners,Cardinal Partners,,USA,NJ,Princeton,Princeton,series-c+,2013-07-29,2013-07,2013-Q3,2013,49000000
/company/jangl,Jangl,web,USA,CA,SF Bay,Pleasanton,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-b,2006-07-01,2006-07,2006-Q3,2006,7000000
/company/bitpass,BitPass,web,USA,CA,SF Bay,Mountain View,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-b,2004-09-01,2004-09,2004-Q3,2004,11800000
/company/deliveryagent,Delivery Agent,ecommerce,USA,CA,SF Bay,San Francisco,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2007-05-01,2007-05,2007-Q2,2007,18500000
/company/divx,DivX,software,USA,CA,San Diego,San Diego,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2004-05-01,2004-05,2004-Q2,2004,7000000
/company/deliveryagent,Delivery Agent,ecommerce,USA,CA,SF Bay,San Francisco,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-b,2006-05-17,2006-05,2006-Q2,2006,11000000
/company/deliveryagent,Delivery Agent,ecommerce,USA,CA,SF Bay,San Francisco,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-a,2005-03-29,2005-03,2005-Q1,2005,5500000
/company/sonopia,Sonopia,mobile,USA,CA,SF Bay,Menlo Park,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-b,2007-05-01,2007-05,2007-Q2,2007,12700000
/company/decarta,deCarta,software,USA,CA,SF Bay,San Jose,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2008-05-09,2008-05,2008-Q2,2008,10500000
/company/playphone,PlayPhone,games_video,USA,CA,SF Bay,San Francisco,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2007-05-01,2007-05,2007-Q2,2007,18750000
/company/tempo-payment,Tempo Payments,software,USA,CA,SF Bay,San Mateo,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,venture,2007-06-25,2007-06,2007-Q2,2007,5000000
/company/adaptive-planning,Adaptive Planning,software,USA,CA,SF Bay,Mountain View,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2007-03-01,2007-03,2007-Q1,2007,7500000
/company/blueroads,BlueRoads,software,USA,CA,SF Bay,San Mateo,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2007-09-14,2007-09,2007-Q3,2007,9000000
/company/decarta,deCarta,software,USA,CA,SF Bay,San Jose,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2007-07-24,2007-07,2007-Q3,2007,15000000
/company/blueroads,BlueRoads,software,USA,CA,SF Bay,San Mateo,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2008-05-27,2008-05,2008-Q2,2008,6000000
/company/adaptive-planning,Adaptive Planning,software,USA,CA,SF Bay,Mountain View,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2008-01-22,2008-01,2008-Q1,2008,10000000
/company/tempo-payment,Tempo Payments,software,USA,CA,SF Bay,San Mateo,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2009-08-10,2009-08,2009-Q3,2009,2700000
/company/playphone,PlayPhone,games_video,USA,CA,SF Bay,San Francisco,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-b,2006-08-28,2006-08,2006-Q3,2006,9100000
/company/deliveryagent,Delivery Agent,ecommerce,USA,CA,SF Bay,San Francisco,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2009-09-30,2009-09,2009-Q3,2009,24800000
/company/nimblefish,Nimblefish Technologies,advertising,USA,CA,SF Bay,San Francisco,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,other,2009-11-12,2009-11,2009-Q4,2009,950000
/company/guardianedge-technologies,GuardianEdge Technologies,software,USA,CA,SF Bay,San Mateo,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-b,2007-07-23,2007-07,2007-Q3,2007,10000000
/company/guardianedge-technologies,GuardianEdge Technologies,software,USA,CA,SF Bay,San Mateo,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,other,2007-07-23,2007-07,2007-Q3,2007,3500000
/company/zilliant,Zilliant,software,USA,TX,Austin,Austin,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2007-11-12,2007-11,2007-Q4,2007,4000000
/company/tempo-payment,Tempo Payments,software,USA,CA,SF Bay,San Mateo,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-b,2006-05-22,2006-05,2006-Q2,2006,8700000
/company/razz,Razz,software,USA,CA,SF Bay,San Francisco,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-b,2006-02-28,2006-02,2006-Q1,2006,7000000
/company/zoove,Zoove,mobile,USA,NY,SF Bay,Palo Alto,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-a,2006-06-20,2006-06,2006-Q2,2006,6800000
/company/guardianedge-technologies,GuardianEdge Technologies,software,USA,CA,SF Bay,San Mateo,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-a,2005-06-06,2005-06,2005-Q2,2005,6000000
/company/cradle-technologies,Cradle Technologies,hardware,USA,CA,SF Bay,Mountain View,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2005-12-27,2005-12,2005-Q4,2005,13000000
/company/nimblefish,Nimblefish Technologies,advertising,USA,CA,SF Bay,San Francisco,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,venture,2005-04-01,2005-04,2005-Q2,2005,12000000
/company/zilliant,Zilliant,software,USA,TX,Austin,Austin,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2005-01-18,2005-01,2005-Q1,2005,12000000
/company/decarta,deCarta,software,USA,CA,SF Bay,San Jose,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,venture,2005-03-17,2005-03,2005-Q1,2005,10700000
/company/tempo-payment,Tempo Payments,software,USA,CA,SF Bay,San Mateo,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-a,2005-09-13,2005-09,2005-Q3,2005,3600000
/company/razz,Razz,software,USA,CA,SF Bay,San Francisco,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-a,2005-01-26,2005-01,2005-Q1,2005,3000000
/company/zoove,Zoove,mobile,USA,NY,SF Bay,Palo Alto,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2011-08-16,2011-08,2011-Q3,2011,15000000
/company/adaptive-planning,Adaptive Planning,software,USA,CA,SF Bay,Mountain View,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,venture,2012-03-14,2012-03,2012-Q1,2012,22000000
/company/adaptive-planning,Adaptive Planning,software,USA,CA,SF Bay,Mountain View,/financial-organization/cardinal-venture-capital,Cardinal Venture Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2013-05-21,2013-05,2013-Q2,2013,45000000
/company/anacor-pharmaceutical,Anacor Pharmaceutical,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,series-c+,2009-01-06,2009-01,2009-Q1,2009,50000000
/company/microchips,MicroCHIPS,medical,USA,MA,Boston,Bedford,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,venture,2010-01-07,2010-01,2010-Q1,2010,16500000
/company/elevation-pharmaceuticals,Elevation Pharmaceuticals,biotech,USA,CA,San Diego,San Diego,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,series-a,2010-01-21,2010-01,2010-Q1,2010,30000000
/company/vaxart,Vaxart,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,series-b,2010-03-04,2010-03,2010-Q1,2010,9000000
/company/nephrogenex,NephroGenex,biotech,USA,NJ,Princeton,Princeton,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,series-a,2007-07-06,2007-07,2007-Q3,2007,3300000
/company/mpv,MPV,,USA,TX,Austin,Austin,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,venture,2006-03-29,2006-03,2006-Q1,2006,14000000
/company/inotek-pharmaceuticals,Inotek Pharmaceuticals,biotech,USA,MA,Boston,Lexington,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,series-c+,2010-06-11,2010-06,2010-Q2,2010,18000000
/company/anacor-pharmaceutical,Anacor Pharmaceutical,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,series-c+,2005-05-11,2005-05,2005-Q2,2005,25000000
/company/colucid-pharmaceuticals,CoLucid Pharmaceuticals,biotech,USA,NC,Raleigh-Durham,Durham,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,venture,2011-08-30,2011-08,2011-Q3,2011,7500000
/company/elevation-pharmaceuticals,Elevation Pharmaceuticals,biotech,USA,CA,San Diego,San Diego,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,series-a,2011-09-26,2011-09,2011-Q3,2011,17000000
/company/elevation-pharmaceuticals,Elevation Pharmaceuticals,biotech,USA,CA,San Diego,San Diego,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,series-b,2012-01-04,2012-01,2012-Q1,2012,30000000
/company/agile-therapeutics,Agile Therapeutics,biotech,USA,NJ,Princeton,Princeton,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,series-c+,2012-07-19,2012-07,2012-Q3,2012,40000000
/company/inotek-pharmaceuticals,Inotek Pharmaceuticals,biotech,USA,MA,Boston,Lexington,/financial-organization/care-capital,Care Capital,,USA,NJ,Princeton,Princeton,other,2013-09-27,2013-09,2013-Q3,2013,7000000
/company/sirtris-pharmaceuticals,Sirtris Pharmaceuticals,biotech,USA,MA,Boston,Cambridge,/financial-organization/cargill-ventures,Cargill Ventures,,USA,CA,SF Bay,San Mateo,series-b,2005-03-08,2005-03,2005-Q1,2005,27000000
/company/intalio,Intalio,enterprise,USA,CA,SF Bay,Palo Alto,/financial-organization/cargill-ventures,Cargill Ventures,,USA,CA,SF Bay,San Mateo,series-b,2004-07-04,2004-07,2004-Q3,2004,11000000
/company/demandtec,DemandTec,software,USA,CA,SF Bay,San Carlos,/financial-organization/cargill-ventures,Cargill Ventures,,USA,CA,SF Bay,San Mateo,other,2007-08-09,2007-08,2007-Q3,2007,6000000
/company/guardianedge-technologies,GuardianEdge Technologies,software,USA,CA,SF Bay,San Mateo,/financial-organization/cargill-ventures,Cargill Ventures,,USA,CA,SF Bay,San Mateo,series-b,2007-07-23,2007-07,2007-Q3,2007,10000000
/company/guardianedge-technologies,GuardianEdge Technologies,software,USA,CA,SF Bay,San Mateo,/financial-organization/cargill-ventures,Cargill Ventures,,USA,CA,SF Bay,San Mateo,other,2007-07-23,2007-07,2007-Q3,2007,3500000
/company/markmonitor,MarkMonitor,security,USA,CA,SF Bay,San Francisco,/financial-organization/cargill-ventures,Cargill Ventures,,USA,CA,SF Bay,San Mateo,venture,2006-05-11,2006-05,2006-Q2,2006,12000000
/company/virent-energy-systems,Virent Energy Systems,cleantech,USA,WI,Madison,Madison,/financial-organization/cargill-ventures,Cargill Ventures,,USA,CA,SF Bay,San Mateo,series-c+,2010-06-08,2010-06,2010-Q2,2010,46400000
/company/teranode,Teranode,software,USA,WA,Seattle,Seattle,/financial-organization/cargill-ventures,Cargill Ventures,,USA,CA,SF Bay,San Mateo,series-b,2005-09-12,2005-09,2005-Q3,2005,9500000
/company/informance-international,Informance International,enterprise,USA,IL,Chicago,Northbrook,/financial-organization/cargill-ventures,Cargill Ventures,,USA,CA,SF Bay,San Mateo,series-b,2005-01-14,2005-01,2005-Q1,2005,6000000
/company/icentera,iCentera,software,USA,MN,Minneapolis,Burnsville,/financial-organization/cargill-ventures,Cargill Ventures,,USA,CA,SF Bay,San Mateo,series-a,2005-07-19,2005-07,2005-Q3,2005,1500000
/company/intellimat,IntelliMat,,USA,VA,Roanoke,Roanoke,/financial-organization/carilion-biomedical-institute,Carilion Biomedical Institute,,,,unknown,,series-a,2006-11-02,2006-11,2006-Q4,2006,5000000
/company/coms-interactive,COMS Interactive,biotech,USA,OH,Hudson,Hudson,/financial-organization/carleton-advisors,Carleton Advisors,,USA,OH,Cleveland,Cleveland,series-b,2011-11-09,2011-11,2011-Q4,2011,4900501
/company/revshare,REVShare,web,USA,,TBD,,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-a,2007-12-01,2007-12,2007-Q4,2007,20000000
/company/healthcentral,HealthCentral,web,USA,VA,Washington DC,Arlington,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-a,2008-01-01,2008-01,2008-Q1,2008,50000000
/company/nanosolar,Nanosolar,nanotech,USA,CA,SF Bay,San Jose,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2008-03-01,2008-03,2008-Q1,2008,300000000
/company/liquid-engines,Liquid Engines,software,USA,CA,Santa,"Santa, Clara",/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2006-09-07,2006-09,2006-Q3,2006,5500000
/company/actelis-networks,Actelis Networks,network_hosting,USA,CA,SF Bay,Fremont,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2007-01-01,2007-01,2007-Q1,2007,22000000
/company/tradebeam,TradeBeam,enterprise,USA,CA,SF Bay,San Mateo,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2007-08-23,2007-08,2007-Q3,2007,29000000
/company/actelis-networks,Actelis Networks,network_hosting,USA,CA,SF Bay,Fremont,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2009-04-03,2009-04,2009-Q2,2009,4700000
/company/schoolnet,Schoolnet,web,USA,TX,San Antonio,San Antonio,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2009-01-01,2009-01,2009-Q1,2009,13000000
/company/panasas,Panasas,network_hosting,USA,CA,SF Bay,Fremont,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2008-05-18,2008-05,2008-Q2,2008,25000000
/company/actelis-networks,Actelis Networks,network_hosting,USA,CA,SF Bay,Fremont,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2008-04-02,2008-04,2008-Q2,2008,15000000
/company/neovista,NeoVista,medical,USA,CA,SF Bay,Newark,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-b,2006-09-18,2006-09,2006-Q3,2006,26000000
/company/neovista,NeoVista,medical,USA,CA,SF Bay,Newark,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2006-12-08,2006-12,2006-Q4,2006,41000000
/company/tradebeam,TradeBeam,enterprise,USA,CA,SF Bay,San Mateo,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2009-09-21,2009-09,2009-Q3,2009,7000000
/company/actelis-networks,Actelis Networks,network_hosting,USA,CA,SF Bay,Fremont,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2009-09-09,2009-09,2009-Q3,2009,10000000
/company/canesta,Canesta,hardware,USA,CA,SF Bay,Sunnyvale,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2009-10-21,2009-10,2009-Q4,2009,16000000
/company/canesta,Canesta,hardware,USA,CA,SF Bay,Sunnyvale,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2009-10-21,2009-10,2009-Q4,2009,16000000
/company/supercircuits,Supercircuits,hardware,USA,TX,Austin,Austin,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2009-10-20,2009-10,2009-Q4,2009,10000000
/company/verari-systems,Verari Systems,hardware,USA,CA,San Diego,San Diego,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2007-06-05,2007-06,2007-Q2,2007,20000000
/company/elitecore-technologies,Elitecore Technologies,software,USA,MA,Boston,Woburn,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2007-06-19,2007-06,2007-Q2,2007,10300000
/company/archive-systems,Archive Systems,other,USA,NJ,Fairfield,Fairfield,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-b,2007-06-26,2007-06,2007-Q2,2007,11500000
/company/canesta,Canesta,hardware,USA,CA,SF Bay,Sunnyvale,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2007-09-12,2007-09,2007-Q3,2007,10000000
/company/zafu-com,Zafu,ecommerce,USA,CA,SF Bay,Berkeley,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-b,2007-08-10,2007-08,2007-Q3,2007,4100000
/company/schoolnet,Schoolnet,web,USA,TX,San Antonio,San Antonio,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2006-09-18,2006-09,2006-Q3,2006,19000000
/company/exaprotect,Exaprotect,security,USA,CA,SF Bay,Mountain View,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-a,2006-07-10,2006-07,2006-Q3,2006,7660000
/company/aquesys,AqueSys,medical,USA,CA,Los Angeles,Irvine,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2010-06-02,2010-06,2010-Q2,2010,35000000
/company/lvl7-systems,LVL7 Systems,software,USA,NC,Raleigh-Durham,Morrisville,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2005-02-10,2005-02,2005-Q1,2005,21000000
/company/canesta,Canesta,hardware,USA,CA,SF Bay,Sunnyvale,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2005-08-30,2005-08,2005-Q3,2005,8000000
/company/elenza,ELENZA,medical,USA,VA,Roanoke,Roanoke,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-b,2011-02-08,2011-02,2011-Q1,2011,24000000
/company/pixeloptics,PixelOptics,medical,USA,VA,Roanoke,Roanoke,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2011-04-07,2011-04,2011-Q2,2011,45000000
/company/pixeloptics,PixelOptics,medical,USA,VA,Roanoke,Roanoke,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2008-10-23,2008-10,2008-Q4,2008,30000000
/company/authentix,Authentix,security,USA,TX,Dallas,Addison,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2011-09-29,2011-09,2011-Q3,2011,15000000
/company/acufocus,AcuFocus,medical,USA,CA,Los Angeles,Irvine,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,series-c+,2011-11-29,2011-11,2011-Q4,2011,65000000
/company/vubiquity,Vubiquity,games_video,USA,VA,Washington DC,Reston,/financial-organization/carlyle-group,Carlyle Group,,USA,DC,Washington DC,Washington,venture,2012-05-21,2012-05,2012-Q2,2012,100000000
